"NOME_STRUT","DS_ATS","DS_ASST","COMUNE","PROV","LAT","LONG_","ID_struttura","original","ID_erogatore","check","n","ID_group"
"PRESIDIO OSPEDALE S. MARTA-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO DI RIVOLTA D/A)","ATS DELLA VAL PADANA","ASST DI CREMA","RIVOLTA D'ADDA","CR",45.4683641,9.5132409,3225,"POLIAMBULATORIO DI RIVOLTA D/A",29,TRUE,1,1
"PRESIDIO OSPEDALIERO VITTORE BUZZI-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (OSPEDALE VITTORE BUZZI)","ATS DELLA CITTA' METROPOLITANA DI MILANO","ASST FATEBENEFRATELLI SACCO","MILANO","MI",45.4852051,9.1652523,3628,"OSPEDALE VITTORE BUZZI",30,TRUE,1,1
"AMBULATORI OSPEDALE DEI BAMBINI P.LE SPEDALI CIVILI 1","ATS DI BRESCIA","ASST DEGLI SPEDALI CIVILI DI BRESCIA","BRESCIA","BS",45.5555629,10.2323381,166,"AMBULATORI OSPEDALE DEI BAMBINI P.LE SPEDALI CIVILI 1",31,TRUE,1,1
"PRESIDIO DEL VERBANO (OSP CAUSA PIA LUVINI) CITTIGLIO-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO OSPEDALE LUINO)","ATS DELL'INSUBRIA","ASST DEI SETTE LAGHI","LUINO","VA",45.9973738,8.7462549,2914,"POLIAMBULATORIO OSPEDALE LUINO",33,TRUE,1,1
"MULTIMEDICA-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (MULTIMEDICA S.P.A.)","ATS DELLA CITTA' METROPOLITANA DI MILANO","ASST NORD MILANO","SESTO SAN GIOVANNI","MI",45.53601892,9.21810774,2969,"MULTIMEDICA S.P.A.",35,TRUE,1,1
"ISTITUTO AUXOLOGICO ITALIANO - IRCCS SAN LUCA (STAB)-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (CENTRO AUXOLOGICO-OSP. S.LUCA)","ATS DELLA CITTA' METROPOLITANA DI MILANO","ASST SANTI PAOLO E CARLO","MILANO","MI",45.4725806,9.1455053,2891,"CENTRO AUXOLOGICO-OSP. S.LUCA",38,TRUE,1,1
"PRESIDIO OSPEDALIERO DI LODI-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (OSP. MAGGIORE LODI AMBUL.DIAGN)","ATS DELLA CITTA' METROPOLITANA DI MILANO","ASST DI LODI","LODI","LO",45.31551,9.51035,2838,"OSP. MAGGIORE LODI AMBUL.DIAGN",39,TRUE,1,1
"ISTITUTO FIGLIE DI SAN CAMILLO CASA DI CURA DI CREMONA-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (CASA DI CURA FIGLIE S.CAMILLO)","ATS DELLA VAL PADANA","ASST DI CREMONA","CREMONA","CR",45.14616,10.01295,3402,"CASA DI CURA FIGLIE S.CAMILLO",40,TRUE,1,1
"PRESIDIO OSPEDALIERO MACEDONIO MELLONI-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (PRESIDIO OSP. M.MELLONI)","ATS DELLA CITTA' METROPOLITANA DI MILANO","ASST FATEBENEFRATELLI SACCO","MILANO","MI",45.4664855,9.2190591,3636,"PRESIDIO OSP. M.MELLONI",41,TRUE,1,1
"PRESIDIO OSPEDALIERO ""OSPEDALE GENERALE PROVINCIALE"" DI SARONNO-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMB. DIVIS.-P.O.SARONNO)","ATS DELL'INSUBRIA","ASST DELLA VALLE OLONA","SARONNO","VA",45.62906496,9.04045887,2982,"POLIAMB. DIVIS.-P.O.SARONNO",42,TRUE,1,1
"OSPEDALE ""SANTISSIMA TRINITÀ""-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO OSP. ROMANO L.)","ATS DI BERGAMO","ASST DI BERGAMO OVEST","ROMANO DI LOMBARDIA","BG",45.51939,9.7517,3643,"POLIAMBULATORIO OSP. ROMANO L.",43,TRUE,1,1
"PRESIDIO SANT'ANNA-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO SAN FERMO NUOVO OSPEDALE SANT'ANNA)","ATS DELL'INSUBRIA","ASST LARIANA","SAN FERMO DELLA BATTAGLIA","CO",45.80099,9.04381,3052,"POLIAMBULATORIO SAN FERMO NUOVO OSPEDALE SANT'ANNA",44,TRUE,1,1
"POLIAMB. - OSP. MANTOVA","ATS DELLA VAL PADANA","ASST DI MANTOVA","MANTOVA","MN",45.14478439,10.77436693,179,"POLIAMB. - OSP. MANTOVA",45,TRUE,1,1
"CLINICA POLISPECIALISTICA SAN CARLO-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (CLINICA POLISPECIALISTICA SAN CARLO SRL AMBULATORIO PADERNO)","ATS DELLA CITTA' METROPOLITANA DI MILANO","ASST RHODENSE","PADERNO DUGNANO","MI",45.57203,9.1557,3112,"CLINICA POLISPECIALISTICA SAN CARLO SRL AMBULATORIO PADERNO",46,TRUE,1,1
"POLIAMBULATORIO DI ZOGNO","ATS DI BERGAMO","ASST PAPA GIOVANNI XXIII","ZOGNO","BG",45.79148,9.65753,975,"POLIAMBULATORIO DI ZOGNO",47,TRUE,1,1
"OSPEDALE CIVILE VIGEVANO-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMB. OSP. VIGEVANO)","ATS DI PAVIA","ASST DI PAVIA","VIGEVANO","PV",45.32136994,8.86499315,3451,"POLIAMB. OSP. VIGEVANO",48,TRUE,1,1
"PRESIDIO OSPEDALIERO DI MONTICHIARI-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBUL. P.O.MONTICHIARI)","ATS DI BRESCIA","ASST DEL GARDA","MONTICHIARI","BS",45.41061,10.40651,2544,"POLIAMBUL. P.O.MONTICHIARI",51,TRUE,1,1
"""OSPEDALE PIO XI""-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO P.O. DESIO)","ATS DELLA BRIANZA","ASST DELLA BRIANZA","DESIO","MB",45.62730342,9.19792733,3348,"POLIAMBULATORIO P.O. DESIO",52,TRUE,1,1
"OSPEDALE CIVICO - CODOGNO-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (OSP. CIV. CODOGNO AMB. DIAGN.)","ATS DELLA CITTA' METROPOLITANA DI MILANO","ASST DI LODI","CODOGNO","LO",45.1597873,9.7116618,2836,"OSP. CIV. CODOGNO AMB. DIAGN.",53,TRUE,1,1
"PRESIDIO OSPEDALIERO DI CASTIGLIONE D/STIVIERE-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO DI CASTIGLIONE D/S)","ATS DELLA VAL PADANA","ASST DI MANTOVA","CASTIGLIONE DELLE STIVIERE","MN",45.3890381,10.4926631,3400,"POLIAMBULATORIO DI CASTIGLIONE D/S",54,TRUE,1,1
"OSPEDALE CIVILE  DI VOLTA MANTOVANA-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO OSP.CIV. VOLTA MANTOVANA)","ATS DELLA VAL PADANA","ASST DI MANTOVA","VOLTA MANTOVANA","MN",45.32354,10.656,3337,"POLIAMBULATORIO OSP.CIV. VOLTA MANTOVANA",57,TRUE,1,1
"OSPEDALE DI VALLE CAMONICA - STABILIMENTO DI EDOLO-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORI OSP. DI EDOLO)","ATS DELLA MONTAGNA","ASST DELLA VALCAMONICA","EDOLO","BS",46.17849,10.33115,3275,"POLIAMBULATORI OSP. DI EDOLO",58,TRUE,1,1
"CASA DI CURA VILLA SAN GIUSEPPE-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO CASA DI CURA VILLA S.GIUSEPPE)","ATS DELL'INSUBRIA","ASST LARIANA","ANZANO DEL PARCO","CO",45.7630101,9.2011667,3064,"POLIAMBULATORIO CASA DI CURA VILLA S.GIUSEPPE",60,TRUE,1,1
"OSPEDALE - SOMMA LOMBARDO-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (OSPEDALIERO A. BELLINI)","ATS DELL'INSUBRIA","ASST DELLA VALLE OLONA","SOMMA LOMBARDO","VA",45.6837755,8.7136894,3049,"OSPEDALIERO A. BELLINI",61,TRUE,1,1
"PO DI ROVATO (STAB DEL PO DI CHIARI)-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO ROVATO)","ATS DI BRESCIA","ASST DELLA FRANCIACORTA","ROVATO","BS",45.565042,9.997406,2693,"POLIAMBULATORIO ROVATO",63,TRUE,1,1
"CENTRO MEDICO CONVENZIONATO S.R.L.","ATS DELL'INSUBRIA","ASST DELLA VALLE OLONA","GALLARATE","VA",45.65561,8.79328,789,"CENTRO MEDICO CONVENZIONATO",64,TRUE,1,1
"ISTITUTO CLINICO QUARENGHI S.R.L.-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (ISTITUTO CLINICO QUARENGHI SRL)","ATS DI BERGAMO","ASST PAPA GIOVANNI XXIII","SAN PELLEGRINO TERME","BG",45.836632,9.6631681,3187,"ISTITUTO CLINICO QUARENGHI SRL",67,TRUE,1,1
"HABILITA ISTITUTO CLINICO-OSPEDALE DI SARNICO-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (HABILITA ISTITUTO CLINICO OSPEDALE DI SARNICO)","ATS DI BERGAMO","ASST DI BERGAMO EST","SARNICO","BG",45.66881,9.95365,3257,"HABILITA ISTITUTO CLINICO OSPEDALE DI SARNICO",68,TRUE,1,1
"PO DI ISEO (UNICO PO CON STAB PALAZZOLO)-POLIAMBULATORIO-1 (POLIAMBULATORIO DI ISEO)","ATS DI BRESCIA","ASST DELLA FRANCIACORTA","ISEO","BS",45.66284,10.05144,169,"POLIAMBULATORIO DI ISEO",69,TRUE,1,1
"PRESIDIO DI CREMA-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO DI CREMA)","ATS DELLA VAL PADANA","ASST DI CREMA","CREMA","CR",45.3545957,9.6804547,3222,"POLIAMBULATORIO DI CREMA",72,TRUE,1,1
"P.O. ""CITTA' DI S.GIOVANNI""-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO OSPEDALE SESTO SAN GIOVANNI)","ATS DELLA CITTA' METROPOLITANA DI MILANO","ASST NORD MILANO","SESTO SAN GIOVANNI","MI",45.5366745,9.2252921,2675,"POLIAMBULATORIO OSPEDALE SESTO SAN GIOVANNI",73,TRUE,1,1
"OSPEDALE ""ROSSI"" - CASALPUSTERLENGO-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (OSP. CASALPUST. AMB. DIAGN.)","ATS DELLA CITTA' METROPOLITANA DI MILANO","ASST DI LODI","CASALPUSTERLENGO","LO",45.16924402,9.6502918,2839,"OSP. CASALPUST. AMB. DIAGN.",74,TRUE,1,1
"PRESIDIO OSPEDALIERO ""OSPEDALE DI CIRCOLO GALMARINI"" DI TRADATE-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMB. DIVIS.-P.O.TRADATE)","ATS DELL'INSUBRIA","ASST DEI SETTE LAGHI","TRADATE","VA",45.72344,8.90082,2900,"POLIAMB. DIVIS.-P.O.TRADATE",76,TRUE,1,1
"PO DI VIZZOLO PREDABISSI - CASSANO D'ADDA (STAB DI VIZZOLO)-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (OSPEDALE PREDABISSI)","ATS DELLA CITTA' METROPOLITANA DI MILANO","ASST MELEGNANO E DELLA MARTESANA","VIZZOLO PREDABISSI","MI",45.35964,9.33984,2757,"OSPEDALE PREDABISSI",77,TRUE,1,1
"OSPEDALE  ""G.SALVINI""-POLIAMBULATORIO-1 (POLIAMB.OSPEDALE GARBAGNATE)","ATS DELLA CITTA' METROPOLITANA DI MILANO","ASST RHODENSE","GARBAGNATE MILANESE","MI",45.58117,9.09089,89,"POLIAMB.OSPEDALE GARBAGNATE",79,TRUE,1,1
"STRUTTURA RICOVERO E CURA DI MORBEGNO-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO OSP. MORBEGNO)","ATS DELLA MONTAGNA","ASST DELLA VALTELLINA E DELL'ALTO LARIO","MORBEGNO","SO",46.13389,9.57433,3199,"POLIAMBULATORIO OSP. MORBEGNO",80,TRUE,1,1
"OSPEDALE - GALLARATE-PSICHIATRIA-1-CPS-2 (CPS SOMMA LOMBARDO)","ATS DELL'INSUBRIA","ASST DELLA VALLE OLONA","SOMMA LOMBARDO","VA",45.6835626,8.7156539,3513,"CPS SOMMA LOMBARDO",82,TRUE,1,1
"PRESIDIO OSPEDALE DEI BAMBINI-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO PEDIATRICO VIA DEL MEDOLO -RONCHETTINO- OSPEDALE DEI BAMBINI)","ATS DI BRESCIA","ASST DEGLI SPEDALI CIVILI DI BRESCIA","BRESCIA","BS",45.54707,10.23013,2616,"POLIAMBULATORIO PEDIATRICO VIA DEL MEDOLO -RONCHETTINO- OSPEDALE DEI BAMBINI",84,TRUE,1,1
"SPEDALI CIVILI DI BRESCIA-RIABILITAZIONE SPECIALISTICA-1-AMBULATORIO PRINCIPALE-1 (AMBUL.RIABILITATIVO VIA NIKOLAJEWKA)","ATS DI BRESCIA","ASST DEGLI SPEDALI CIVILI DI BRESCIA","BRESCIA","BS",45.5641091,10.243057,2624,"AMBUL.RIABILITATIVO VIA NIKOLAJEWKA",85,TRUE,1,1
"STABILIMENTO OSPEDALIERO DI LEGNANO-POLIAMBULATORIO-2-AMBULATORIO PRINCIPALE-1 (OSPEDALE CIVILE)","ATS DELLA CITTA' METROPOLITANA DI MILANO","ASST OVEST MILANESE","LEGNANO","MI",45.58173,8.88889,2590,"OSPEDALE CIVILE",86,TRUE,1,1
"OSPEDALE DI SALO'  (STAB DEL PO DI GAVARDO)-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (AMBULATORIO  DI SALO)","ATS DI BRESCIA","ASST DEL GARDA","SALO'","BS",45.6051946,10.5221898,2770,"AMBULATORIO  DI SALO",87,TRUE,1,1
"POLICLINICO S. DONATO S.P.A.-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (I.R.C.C.S. POLICLINICO SAN DONATO)","ATS DELLA CITTA' METROPOLITANA DI MILANO","ASST MELEGNANO E DELLA MARTESANA","SAN DONATO MILANESE","MI",45.41258753,9.27532214,3032,"I.R.C.C.S. POLICLINICO SAN DONATO",89,TRUE,1,1
"PRESIDIO OSPEDALIERO ""OSPEDALE DI CIRCOLO"" DI BUSTO ARSIZIO-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMB.DIV.BUSTO A.)","ATS DELL'INSUBRIA","ASST DELLA VALLE OLONA","BUSTO ARSIZIO","VA",45.62347809,8.84665176,2986,"POLIAMB.DIV.BUSTO A.",92,TRUE,1,1
"POLIAMBULATORIO TERRITORIALE LIMBIATE","ATS DELLA BRIANZA","ASST DELLA BRIANZA","LIMBIATE","MB",45.61114,9.12435,966,"POLIAMBULATORIO TERRITORIALE LIMBIATE",95,TRUE,1,1
"PRESIDIO DI VARESE (OSP DI CIRCOLO VARESE)-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO OSP. MACCHI-VA)","ATS DELL'INSUBRIA","ASST DEI SETTE LAGHI","VARESE","VA",45.808,8.83731,2901,"POLIAMBULATORIO OSP. MACCHI-VA",96,TRUE,1,1
"PO DI CERNUSCO SUL NAVIGLIO - VAPRIO D'ADDA (STAB DI CERNUSCO)-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (CAUSA PIA OSPITALIERA UBOLDO)","ATS DELLA CITTA' METROPOLITANA DI MILANO","ASST MELEGNANO E DELLA MARTESANA","CERNUSCO SUL NAVIGLIO","MI",45.5229535,9.3277763,2763,"CAUSA PIA OSPITALIERA UBOLDO",97,TRUE,1,1
"POLICLINICO DI MONZA DI VIA NIEVO","ATS DELLA BRIANZA","ASST DI MONZA","MONZA","MB",45.58409,9.27096,4579,"POLICLINICO DI MONZA DI VIA NIEVO",100,TRUE,1,1
"PRESIDIO FATEBENEFRATELLI E OFTALMICO-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (OSPEDALE F.B.F. E OFTALMICO)","ATS DELLA CITTA' METROPOLITANA DI MILANO","ASST FATEBENEFRATELLI SACCO","MILANO","MI",45.4793923,9.1920848,3630,"OSPEDALE F.B.F. E OFTALMICO",101,TRUE,1,1
"CENTRO DI RIABILITAZIONE E. SPALENZA - FONDAZIONE DON CARLO GNOCCHI ONLUS-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (CENTRO DI RIAB. E. SPALENZA - FOND. DON GNOCCHI)","ATS DI BRESCIA","ASST DELLA FRANCIACORTA","ROVATO","BS",45.565042,9.997406,3267,"CENTRO DI RIAB. E. SPALENZA - FOND. DON GNOCCHI",102,TRUE,1,1
"ARTEMEDICA POLISPECIALISTICO E FISIOTERAPICO","ATS DELLA CITTA' METROPOLITANA DI MILANO","ASST MELEGNANO E DELLA MARTESANA","VAPRIO D'ADDA","MI",45.57111,9.51548,700,"ARTEMEDICA POLISPECIALISTICO E FISIOTERAPICO",105,TRUE,1,1
"CENTRO MEDICO DI TRADATE-RIABILITAZIONE SPECIALISTICA-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORI IRCCS TRADATE)","ATS DELL'INSUBRIA","ASST DEI SETTE LAGHI","TRADATE","VA",45.7197937,8.9110344,3115,"POLIAMBULATORI IRCCS TRADATE",111,TRUE,1,1
"CASA DI CURA PRIVATA ""POLICLINICO DI MONZA"" S.P.A.-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMB. POLICLINICO MONZA)","ATS DELLA BRIANZA","ASST DI MONZA","MONZA","MB",45.58251,9.29445,3186,"POLIAMB. POLICLINICO MONZA",117,TRUE,1,1
"PRESIDIO OSPEDALIERO OGLIO PO-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POL.OSP.OGLIO PO)","ATS DELLA VAL PADANA","ASST DI CREMONA","CASALMAGGIORE","CR",44.97422,10.45989,2781,"POL.OSP.OGLIO PO",118,TRUE,1,1
"OSPEDALE ASILO VITTORIA - MORTARA-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMB. OSP. MORTARA)","ATS DI PAVIA","ASST DI PAVIA","MORTARA","PV",45.24668,8.7651,3444,"POLIAMB. OSP. MORTARA",122,TRUE,1,1
"PRESIDIO OSPEDALIERO DI MELZO-GORGONZOLA (STAB DI GORGONZOLA)-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (P.O. SERBELLONI)","ATS DELLA CITTA' METROPOLITANA DI MILANO","ASST MELEGNANO E DELLA MARTESANA","GORGONZOLA","MI",45.53461,9.41287,2828,"P.O. SERBELLONI",123,TRUE,1,1
"OSPEDALE DI VALLE CAMONICA - STABILIMENTO DI ESINE-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO OSPEDALE ESINE)","ATS DELLA MONTAGNA","ASST DELLA VALCAMONICA","ESINE","BS",45.92715,10.24138,3277,"POLIAMBULATORIO OSPEDALE ESINE",124,TRUE,1,1
"PRESIDIO DEL VERBANO (OSP LUINI CONFALONIERI) LUINO-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO OSP.CITTIGLIO)","ATS DELL'INSUBRIA","ASST DEI SETTE LAGHI","CITTIGLIO","VA",45.89456,8.66754,2907,"POLIAMBULATORIO OSP.CITTIGLIO",127,TRUE,1,1
"PRESIDIO OSPEDALIERO ""BOLOGNINI"" - SERIATE-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (POLIAMBULATORIO OSP.BOLOGNINI)","ATS DI BERGAMO","ASST DI BERGAMO EST","SERIATE","BG",45.6833153,9.71663598,3651,"POLIAMBULATORIO OSP.BOLOGNINI",128,TRUE,1,1
"ISTITUTO CLINICO CITTÀ STUDI SPA-POLIAMBULATORIO-1-AMBULATORIO PRINCIPALE-1 (ISTITUTO CLINICO CITTA' STUDI SPA)","ATS DELLA CITTA' METROPOLITANA DI MILANO","ASST FATEBENEFRATELLI SACCO","MILANO","MI",45.4848022,9.2247673,2961,"ISTITUTO CLINICO CITTA' STUDI SPA",129,TRUE,1,1
"PRESIDIO OSPEDALIERO DI GARDONE V.T.-POLIAMBULATORIO-1 (POLIAMBUL. - P.O.GARDONE V/T)","ATS DI BRESCIA","ASST DEGLI SPEDALI CIVILI DI BRESCIA","GARDONE VAL TROMPIA","BS",45.6765932,10.1838145,158,"POLIAMBUL. - P.O.GARDONE V/T",130,TRUE,1,1
"CENTRO RADIOLOGICO POLISPECIALISTICO DEI LAGHI","ATS DELL'INSUBRIA","ASST DEI SETTE LAGHI","COMABBIO","VA",45.764406,8.6772799,797,"CENTRO RADIOLOGICO POLISPECIALISTICO DEI LAGHI",134,TRUE,1,1
